Year Phase,Typical Months,Role,Role Key,Workspace,Section,Feature,Feature Key,Data Scope,Tier,Built,Screen,When Used,Depends On,Feeds Into,Acts Before (role),Hands Off To (role),Approved By,Notifies,Handoff Chain,Also Held By,What The User Does
02 Year setup,Feb-Apr,HOD / Department Head,hod,Academics,Academics,Faculty allocation,hod.academics.faculty_allocation,department,core,yes,FacultyAllocation,"Classes, sections, subjects and the calendar, built before the year opens","Last year's structure, or nothing at all on a new tenant","Everything. Admissions, timetable, fees and exams all key off classes and subjects",HOD / Institution Admin,Faculty,,None,"Allocation decides who teaches what, which is what sets every teacher's data scope",Institution Admin / Principal,"Which teacher teaches which subject to which section, across the department, with each teacher's total periods shown so the load can be seen while it is being set."
02 Year setup,Feb-Apr,HOD / Department Head,hod,Academics,Academics,Language subject allocation,hod.academics.language_subject_allocation,department,core,yes,LanguageAllocation,"Classes, sections, subjects and the calendar, built before the year opens","Last year's structure, or nothing at all on a new tenant","Everything. Admissions, timetable, fees and exams all key off classes and subjects",Institution Admin / HOD,Faculty and Student,,None,L1 and L2 chosen per student -> decides section grouping and the report card subjects,Institution Admin / Principal,"Which language each student takes as L1 and as L2, set for one student or for a whole list at once. Sits here and with the principal because it decides section grouping, not lesson content."
02 Year setup,Feb-Apr,Institution Admin / Principal,institution_admin,Academics,Academics,Academic calendar,institution_admin.academics.academic_calendar,institution,core,yes,AcademicCalendar,"Classes, sections, subjects and the calendar, built before the year opens","Last year's structure, or nothing at all on a new tenant","Everything. Admissions, timetable, fees and exams all key off classes and subjects",Institution Admin,Every other role,Institution Admin,None,Principal builds the year -> everybody else works inside it,,"Manage holidays, teaching days, exams, PTMs and institutional events."
02 Year setup,Feb-Apr,Institution Admin / Principal,institution_admin,Academics,Academics,Academic structure,institution_admin.academics.academic_structure,institution,core,yes,Wizard,"Classes, sections, subjects and the calendar, built before the year opens","Last year's structure, or nothing at all on a new tenant","Everything. Admissions, timetable, fees and exams all key off classes and subjects",Institution Admin,Every other role,Institution Admin,None,Principal builds the year -> everybody else works inside it,,"Programs/classes, departments, subjects/courses, batches/sections, years/terms and rooms."
02 Year setup,Feb-Apr,Institution Admin / Principal,institution_admin,Academics,Academics,Attendance corrections,institution_admin.academics.attendance_corrections,institution,core,yes,Corrections,"Classes, sections, subjects and the calendar, built before the year opens","Last year's structure, or nothing at all on a new tenant","Everything. Admissions, timetable, fees and exams all key off classes and subjects",Faculty (marks the register),"Parent, HR, Compliance",,Parent on absence (absence_alert),Faculty marks -> parent alerted if absent -> report card line and statutory return,,Review correction requests according to workflow.
02 Year setup,Feb-Apr,Institution Admin / Principal,institution_admin,Academics,Academics,Attendance monitoring,institution_admin.academics.attendance_monitoring,institution,core,yes,AttendanceMonitoring,"Classes, sections, subjects and the calendar, built before the year opens","Last year's structure, or nothing at all on a new tenant","Everything. Admissions, timetable, fees and exams all key off classes and subjects",Faculty (marks the register),"Parent, HR, Compliance",,Parent on absence (absence_alert),Faculty marks -> parent alerted if absent -> report card line and statutory return,,"Institution/class/department attendance, absent list, shortage list and trends."
02 Year setup,Feb-Apr,Institution Admin / Principal,institution_admin,Academics,Academics,Classes & sections,institution_admin.academics.classes_sections,institution,core,yes,Wizard,"Classes, sections, subjects and the calendar, built before the year opens","Last year's structure, or nothing at all on a new tenant","Everything. Admissions, timetable, fees and exams all key off classes and subjects",Institution Admin,Every other role,Institution Admin,None,Principal builds the year -> everybody else works inside it,,"The academic structure: classes, sections, subjects and which teacher takes what."
02 Year setup,Feb-Apr,Institution Admin / Principal,institution_admin,Academics,Academics,Exams & marks monitoring,institution_admin.academics.exams_marks_monitoring,department,core,yes,ExamMonitoring,"Classes, sections, subjects and the calendar, built before the year opens","Last year's structure, or nothing at all on a new tenant","Everything. Admissions, timetable, fees and exams all key off classes and subjects",Institution Admin,Every other role,Institution Admin,None,Principal builds the year -> everybody else works inside it,,"Track marks-entry completion, review/approve internal marks where workflow requires, results and backlogs."
02 Year setup,Feb-Apr,Institution Admin / Principal,institution_admin,Academics,Academics,Faculty allocation,institution_admin.academics.faculty_allocation,institution,core,yes,FacultyAllocation,"Classes, sections, subjects and the calendar, built before the year opens","Last year's structure, or nothing at all on a new tenant","Everything. Admissions, timetable, fees and exams all key off classes and subjects",HOD / Institution Admin,Faculty,,None,"Allocation decides who teaches what, which is what sets every teacher's data scope",HOD / Department Head,Assign faculty to subject/class and review unassigned subjects.
02 Year setup,Feb-Apr,Institution Admin / Principal,institution_admin,Academics,Academics,Language subject allocation,institution_admin.academics.language_subject_allocation,institution,core,yes,LanguageAllocation,"Classes, sections, subjects and the calendar, built before the year opens","Last year's structure, or nothing at all on a new tenant","Everything. Admissions, timetable, fees and exams all key off classes and subjects",Institution Admin / HOD,Faculty and Student,,None,L1 and L2 chosen per student -> decides section grouping and the report card subjects,HOD / Department Head,"Which language each student takes as L1 and as L2, for one student or for a whole class at once. A teacher was choosing this; it decides how sections are grouped, so it belongs to whoever groups them."
02 Year setup,Feb-Apr,Institution Admin / Principal,institution_admin,Academics,Academics,Lesson Plan Approval Queue,institution_admin.academics.lesson_plan_approval_queue,institution,core,yes,Syllabus,"Classes, sections, subjects and the calendar, built before the year opens","Last year's structure, or nothing at all on a new tenant","Everything. Admissions, timetable, fees and exams all key off classes and subjects",Faculty (writes it),HOD (reviews it),HOD / Principal,None,Faculty writes -> HOD approves or returns -> Faculty marks it taught -> coverage moves,,"Review, comment, approve, or reject daily/weekly lesson plans submitted by faculty."
02 Year setup,Feb-Apr,Institution Admin / Principal,institution_admin,Academics,Academics,OBE / outcomes,institution_admin.academics.obe_outcomes,department,core,yes,Outcomes,"Classes, sections, subjects and the calendar, built before the year opens","Last year's structure, or nothing at all on a new tenant","Everything. Admissions, timetable, fees and exams all key off classes and subjects",Institution Admin,Every other role,Institution Admin,None,Principal builds the year -> everybody else works inside it,,"CO/PO mapping, attainment and gap analysis when enabled for higher education."
02 Year setup,Feb-Apr,Institution Admin / Principal,institution_admin,Academics,Academics,Subject & Chapter Planner,institution_admin.academics.subject_chapter_planner,institution,core,yes,Syllabus,"Classes, sections, subjects and the calendar, built before the year opens","Last year's structure, or nothing at all on a new tenant","Everything. Admissions, timetable, fees and exams all key off classes and subjects",Institution Admin,Every other role,Institution Admin,None,Principal builds the year -> everybody else works inside it,,"Define master subject structures, chapters, learning outcomes, and target completion dates."
02 Year setup,Feb-Apr,Institution Admin / Principal,institution_admin,Academics,Academics,Syllabus Coverage Tracking,institution_admin.academics.syllabus_coverage_tracking,institution,core,yes,Syllabus,"Classes, sections, subjects and the calendar, built before the year opens","Last year's structure, or nothing at all on a new tenant","Everything. Admissions, timetable, fees and exams all key off classes and subjects",Faculty (marks lessons taught),HOD / Principal,,None,Faculty teaches -> coverage percentage -> HOD sees who is behind,,Monitor real-time percentage completion of syllabus against academic calendar deadlines.
