Status,Role,Workspace,Section,Feature,What it does,Data scope,Priority,Tier,Screen,Endpoints,Tested as,Checks passed,Also readable by,Verified against
Built,Admissions & Front Office,Home,Home,Follow-ups,"Applications needing documents, review, payment or follow-up.",Assigned institution/campus admissions scope,Must-Have,core,admissions/Dashboard,GET /api/v1/admissions/dashboard GET /api/v1/admissions/enquiries,admissions@vivencia.test,2,institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Admissions & Front Office,Front Desk,Office Log,Front Office Calls Register,"Maintain daily telephone call logs, caller identity, inquiry nature, and message forwarding.",Assigned institution/campus,Should-Have,core,admissions/FrontDesk,GET /api/v1/hr/employees GET/POST /api/v1/office/appointments GET/POST /api/v1/office/blocklist GET/POST /api/v1/office/calls GET/POST /api/v1/office/courier GET/POST /api/v1/office/visitors POST /api/v1/office/visitors/:param/out GET /api/v1/students,admissions@vivencia.test,7,faculty finance hod hr institution_admin operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Admissions & Front Office,Front Desk,Office Log,Postal & Courier Log,"Record inbound and outbound official mail, courier tracking numbers, recipient, and handover status.",Assigned institution/campus,Should-Have,core,admissions/FrontDesk,GET /api/v1/hr/employees GET/POST /api/v1/office/appointments GET/POST /api/v1/office/blocklist GET/POST /api/v1/office/calls GET/POST /api/v1/office/courier GET/POST /api/v1/office/visitors POST /api/v1/office/visitors/:param/out GET /api/v1/students,admissions@vivencia.test,7,faculty finance hod hr institution_admin operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Admissions & Front Office,Reports,Reports,Admission Conversion Reports,View funnel analytics: Inquiries -> Form Bought -> Exam Taken -> Offer Issued -> Enrolled.,Assigned institution/campus,Must-Have,core,admissions/Pipeline,GET /api/v1/academics/sections POST /api/v1/admissions/workflow/applications/:param/decision POST /api/v1/admissions/workflow/applications/:param/enrol GET /api/v1/admissions/workflow/funnel GET /api/v1/admissions/workflow/merit GET /api/v1/admissions/workflow/seats,admissions@vivencia.test,4,faculty finance hod hr institution_admin operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Admissions & Front Office,Front Desk,Visitors,Parent Appointment Booking,Schedule formal parent meetings with staff/admin to prevent unscheduled office crowding.,Assigned institution/campus,Should-Have,core,admissions/FrontDesk,GET /api/v1/hr/employees GET/POST /api/v1/office/appointments GET/POST /api/v1/office/blocklist GET/POST /api/v1/office/calls GET/POST /api/v1/office/courier GET/POST /api/v1/office/visitors POST /api/v1/office/visitors/:param/out GET /api/v1/students,admissions@vivencia.test,7,faculty finance hod hr institution_admin operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Admissions & Front Office,Front Desk,Visitors,Visitor Checkout Tracking,Scan visitor barcode or log exit time to ensure no unauthorized visitors remain on campus.,Assigned institution/campus,Should-Have,core,admissions/FrontDesk,GET /api/v1/hr/employees GET/POST /api/v1/office/appointments GET/POST /api/v1/office/blocklist GET/POST /api/v1/office/calls GET/POST /api/v1/office/courier GET/POST /api/v1/office/visitors POST /api/v1/office/visitors/:param/out GET /api/v1/students,admissions@vivencia.test,7,faculty finance hod hr institution_admin operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Admissions & Front Office,Front Desk,Visitors,Visitor Gate Pass Generation,"Log guest photo, phone number, host staff member, visit reason, and print paper/digital badge.",Assigned institution/campus,Should-Have,core,admissions/FrontDesk,GET /api/v1/hr/employees GET/POST /api/v1/office/appointments GET/POST /api/v1/office/blocklist GET/POST /api/v1/office/calls GET/POST /api/v1/office/courier GET/POST /api/v1/office/visitors POST /api/v1/office/visitors/:param/out GET /api/v1/students,admissions@vivencia.test,7,faculty finance hod hr institution_admin operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Faculty / Teacher,My Classes,Attendance,Attendance correction,Request or process correction within permitted window/workflow.,Self + assigned classes/subjects,Must-Have,core,workflow/Corrections,GET /api/v1/attendance-workflow/corrections POST /api/v1/attendance-workflow/corrections/:param/decide,faculty@vivencia.test,1,hod institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Faculty / Teacher,My Classes,Attendance,Take attendance,Fast daily or period/subject-wise attendance for assigned students.,Self + assigned classes/subjects,Must-Have,core,shared/Attendance,GET /api/v1/academics/sections GET/POST /api/v1/attendance GET /api/v1/students,faculty@vivencia.test,3,admissions finance hod hr institution_admin operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Faculty / Teacher,Communication,Communication,Announcements,"Notices to this class's parents, with read acknowledgement.",Assigned classes/subjects,Must-Have,core,comms/Circulars,GET /api/v1/academics/sections GET/POST /api/v1/communication/circulars GET /api/v1/session,faculty@vivencia.test,3,admissions finance hod hr institution_admin operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Faculty / Teacher,Home,Home,My day,"Today's periods, what is pending and anything about this class that needs attention.",Assigned classes/subjects,Must-Have,core,faculty/MyWork,GET /api/v1/teaching/my-work,faculty@vivencia.test,1,hod institution_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Faculty / Teacher,Home,Home,My work,"Assignments to review, marks pending, substitutions, leave status and announcements.",Self + assigned classes/subjects,Must-Have,core,faculty/MyWork,GET /api/v1/teaching/my-work,faculty@vivencia.test,1,hod institution_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Faculty / Teacher,Home,Home,Today's classes,"Next/current classes with one-click Take Attendance, Open Class and Add Homework actions.",Self + assigned classes/subjects,Must-Have,core,faculty/TodaysClasses,GET /api/v1/teaching/classes GET /api/v1/teaching/today,faculty@vivencia.test,2,hod institution_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Faculty / Teacher,Assessments,Marks & Report Cards,Holistic progress card,NEP holistic assessment across scholastic and co-scholastic domains.,Assigned classes/subjects,Must-Have,core,exams/HolisticCard,GET /api/v1/hpc/card POST /api/v1/hpc/observations GET /api/v1/portal/students GET /api/v1/session GET /api/v1/students,faculty@vivencia.test,4,admissions finance hod hr institution_admin operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Faculty / Teacher,Assessments,Marks & Report Cards,Marks entry,Enter internal/exam marks for assigned subjects; validate before submission.,Self + assigned classes/subjects,Must-Have,core,exams/Gradebook,GET /api/v1/exams/gradebook POST /api/v1/exams/marks GET /api/v1/exams/subjects,faculty@vivencia.test,2,hod institution_admin super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Faculty / Teacher,Assessments,Marks & Report Cards,NEP Holistic Progress Card (HPC),"Evaluate student cognitive, affective, psychomotor domains, self-assessment, and peer reviews.",Assigned classes/subjects,Must-Have,advanced,exams/HolisticCard,GET /api/v1/hpc/card POST /api/v1/hpc/observations GET /api/v1/portal/students GET /api/v1/session GET /api/v1/students,faculty@vivencia.test,4,admissions finance hod hr institution_admin operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Faculty / Teacher,Assessments,Marks & Report Cards,Report cards,Generate and issue the report card for every child in the class.,Assigned classes/subjects,Must-Have,core,exams/ReportCards,GET /api/v1/academics/sections GET /api/v1/exams/list GET /api/v1/exams/report-cards POST /api/v1/exams/report-cards/generate,faculty@vivencia.test,3,admissions finance hod hr institution_admin operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Faculty / Teacher,My Classes,My Classes,CWSN Support Plan,"Record children with special needs, disability type and the classroom accommodations agreed.",Assigned classes/subjects,Must-Have,advanced,faculty/MyClasses,GET /api/v1/date-ranges GET /api/v1/session GET/POST /api/v1/students/notes GET/PUT /api/v1/students/support-plans GET /api/v1/teaching/progress,faculty@vivencia.test,5,admissions finance hod hr institution_admin operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Faculty / Teacher,My Classes,My Classes,Discipline notes,"Conduct incidents recorded against a child, visible to the school's leadership.",Assigned classes/subjects,Must-Have,core,faculty/MyClasses,GET /api/v1/date-ranges GET /api/v1/session GET/POST /api/v1/students/notes GET/PUT /api/v1/students/support-plans GET /api/v1/teaching/progress,faculty@vivencia.test,5,admissions finance hod hr institution_admin operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Faculty / Teacher,My Classes,My Classes,My classes,"Class roster, subject resources and relevant student academic information.",Self + assigned classes/subjects,Must-Have,core,faculty/TodaysClasses,GET /api/v1/teaching/classes GET /api/v1/teaching/today,faculty@vivencia.test,2,hod institution_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Faculty / Teacher,My Classes,My Classes,My students,"Every child in the class with attendance, marks and guardian contact in one place.",Assigned classes/subjects,Must-Have,core,shared/Students,GET /api/v1/academics/sections GET /api/v1/students GET /api/v1/students/:param/profile,faculty@vivencia.test,3,admissions finance hod hr institution_admin operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Faculty / Teacher,My Classes,My Classes,Student At-Risk Identification,"View AI alerts for students suffering academic drop, attendance risk, or fee delinquency.",Assigned classes/subjects,Nice-to-Have,advanced,faculty/MyClasses,GET /api/v1/date-ranges GET /api/v1/session GET/POST /api/v1/students/notes GET/PUT /api/v1/students/support-plans GET /api/v1/teaching/progress,faculty@vivencia.test,5,admissions finance hod hr institution_admin operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Faculty / Teacher,My Classes,My Classes,Student Behavior & Demerits,"Award positive behavior badges (Kindness, Curiosity) or log disciplinary demerit points.",Assigned classes/subjects,Must-Have,core,faculty/MyClasses,GET /api/v1/date-ranges GET /api/v1/session GET/POST /api/v1/students/notes GET/PUT /api/v1/students/support-plans GET /api/v1/teaching/progress,faculty@vivencia.test,5,admissions finance hod hr institution_admin operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Faculty / Teacher,My Classes,My Classes,Student details,"One child's full record: profile, guardians, attendance, marks and remarks.",Assigned classes/subjects,Must-Have,core,shared/StudentProfile,GET /api/v1/students GET /api/v1/students/:param/profile,faculty@vivencia.test,2,admissions finance hod institution_admin operations super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Faculty / Teacher,My Classes,My Classes,Student progress,View attendance and academic progress for students taught/mentored by the faculty member.,Self + assigned classes/subjects,Must-Have,core,faculty/MyClasses,GET /api/v1/date-ranges GET /api/v1/session GET/POST /api/v1/students/notes GET/PUT /api/v1/students/support-plans GET /api/v1/teaching/progress,faculty@vivencia.test,5,admissions finance hod hr institution_admin operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Faculty / Teacher,My Work,My Profile,Leave & self service,"Apply for leave, view approval status, attendance and personal documents.",Self + assigned classes/subjects,Must-Have,core,hr/Leave,GET /api/v1/hr/leave POST /api/v1/workflow/leave/:param/decide,faculty@vivencia.test,1,admissions finance hod hr institution_admin operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Faculty / Teacher,My Work,My Profile,Profile,"Own profile, password and leave.",Assigned classes/subjects,Must-Have,core,shared/Profile,GET/PUT /api/v1/profile POST /api/v1/profile/password,faculty@vivencia.test,1,admissions finance hod hr institution_admin operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
Built,Faculty / Teacher,Teaching,Teaching,Homework / classwork,"Create homework/classwork with due date, attachments and instructions.",Self + assigned classes/subjects,Should-Have,core,workflow/Homework,GET /api/v1/academics/sections GET /api/v1/academics/subjects GET/POST /api/v1/homework POST /api/v1/homework/:param/submit GET /api/v1/session,faculty@vivencia.test,4,admissions finance hod hr institution_admin operations parent seller_admin student super_admin,http://127.0.0.1:8090 at 2026-08-18 08:29
