Role,Section,Feature,Data Scope,Feature Key,Built,Screen,Endpoints,Tested As,Result,Checks,Also readable by,Evidence,Verified against
Institution Admin / Principal,Approvals,Approvals center,Assigned institution/campus,institution_admin.approvals.approvals_center,yes,workflow/Approvals,GET /api/v1/workflow/approvals,institution_admin@vivencia.test,pass,1,admissions faculty finance hod hr operations parent seller_admin student super_admin,"/api/v1/workflow/approvals 200, 40 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Approvals,Approvals,Assigned department only,institution_admin.approvals.approvals,yes,workflow/Approvals,GET /api/v1/workflow/approvals,institution_admin@vivencia.test,pass,1,admissions faculty finance hod hr operations parent seller_admin student super_admin,"/api/v1/workflow/approvals 200, 40 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Students,Student directory & Student 360,Assigned institution/campus,institution_admin.students.student_directory_student_360,yes,shared/StudentProfile,POST /api/v1/setup/guardians/:param/login POST /api/v1/setup/students/:param/login GET /api/v1/students GET/PUT /api/v1/students/:param GET /api/v1/students/:param/profile,institution_admin@vivencia.test,pass,3,admissions faculty finance hod operations super_admin,"/api/v1/students 200, 50 rows; /api/v1/students/:param no demo record to address; /api/v1/students/:param/profile 200",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Students,Enrollment lifecycle,Assigned institution/campus,institution_admin.students.enrollment_lifecycle,yes,lifecycle/Certificates,GET/POST /api/v1/lifecycle/certificates GET /api/v1/students,institution_admin@vivencia.test,pass,2,admissions faculty finance hod operations super_admin,"/api/v1/lifecycle/certificates 200, 41 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Students,Certificates & documents,Assigned institution/campus,institution_admin.students.certificates_documents,yes,lifecycle/Certificates,GET/POST /api/v1/lifecycle/certificates GET /api/v1/students,institution_admin@vivencia.test,pass,2,admissions faculty finance hod operations super_admin,"/api/v1/lifecycle/certificates 200, 41 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Students,Certificates & Document Templates,Assigned institution/campus,institution_admin.students.certificates_document_templates,yes,students/CertificateTemplates,GET/POST /api/v1/academics/admin/certificate-templates GET /api/v1/academics/admin/certificate-templates/:param/preview,institution_admin@vivencia.test,pass,2,super_admin,"/api/v1/academics/admin/certificate-templates 200, 1 rows; /api/v1/academics/admin/certificate-templates/:param/preview no demo record to address",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Students,Class & Section Promotion,Assigned institution/campus,institution_admin.students.class_section_promotion,yes,lifecycle/Promotion,GET /api/v1/academics/sections GET /api/v1/academics/years POST /api/v1/lifecycle/promote GET /api/v1/students,institution_admin@vivencia.test,pass,3,admissions faculty finance hod hr operations super_admin,"/api/v1/academics/sections 200, 8 rows; /api/v1/academics/years 200, 1 rows; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Students,Disciplinary Incident Log,Assigned institution/campus,institution_admin.students.disciplinary_incident_log,yes,students/DisciplineLog,GET /api/v1/academics/admin/incidents POST /api/v1/academics/admin/incidents/:param,institution_admin@vivencia.test,pass,1,finance operations super_admin,"/api/v1/academics/admin/incidents 200, 4 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Students,Student Council Management,Assigned institution/campus,institution_admin.students.student_council_management,yes,students/StudentCouncil,GET /api/v1/academics/admin/council POST /api/v1/academics/admin/council/duties POST /api/v1/academics/admin/council/members POST /api/v1/academics/admin/council/positions GET /api/v1/students,institution_admin@vivencia.test,pass,2,admissions faculty finance hod operations super_admin,"/api/v1/academics/admin/council 200; /api/v1/students 200, 50 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Students,Alumni Program Oversight,Assigned institution/campus,institution_admin.students.alumni_program_oversight,yes,students/Alumni,GET /api/v1/academics/admin/alumni POST /api/v1/academics/admin/alumni/contributions GET/POST /api/v1/academics/admin/alumni/events POST /api/v1/academics/admin/alumni/profiles,institution_admin@vivencia.test,pass,2,finance operations super_admin,"/api/v1/academics/admin/alumni 200, no rows; /api/v1/academics/admin/alumni/events 200, no rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Students,Department students,Assigned department only,institution_admin.students.department_students,yes,students/DepartmentStudents,GET /api/v1/academics/admin/department-students GET /api/v1/academics/classes,institution_admin@vivencia.test,pass,2,admissions faculty finance hod hr operations super_admin,"/api/v1/academics/admin/department-students 200, 82 rows; /api/v1/academics/classes 200, 4 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Students,Student directory,Assigned institution/campus,institution_admin.students.student_directory,yes,shared/StudentProfile,POST /api/v1/setup/guardians/:param/login POST /api/v1/setup/students/:param/login GET /api/v1/students GET/PUT /api/v1/students/:param GET /api/v1/students/:param/profile,institution_admin@vivencia.test,pass,3,admissions faculty finance hod operations super_admin,"/api/v1/students 200, 50 rows; /api/v1/students/:param no demo record to address; /api/v1/students/:param/profile 200",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Admissions,Admissions overview,Assigned institution/campus,institution_admin.admissions.admissions_overview,yes,admissions/Pipeline,GET /api/v1/academics/sections POST /api/v1/admissions/workflow/applications/:param/decision POST /api/v1/admissions/workflow/applications/:param/enrol GET /api/v1/admissions/workflow/funnel GET /api/v1/admissions/workflow/merit GET /api/v1/admissions/workflow/seats,institution_admin@vivencia.test,pass,4,admissions faculty finance hod hr operations super_admin,"/api/v1/academics/sections 200, 8 rows; /api/v1/admissions/workflow/funnel 200, 5 rows; /api/v1/admissions/workflow/merit 200, 45 rows; /api/v1/admissions/workflow/seats 200, 4 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Admissions,RTE 25% Reservation Register,Assigned institution/campus,institution_admin.admissions.rte_25_reservation_register,yes,admissions/Funnel,GET /api/v1/academics/classes GET /api/v1/admin/users POST /api/v1/admissions/applications/patch GET /api/v1/admissions/leads POST /api/v1/admissions/leads/assign GET/POST /api/v1/admissions/open-days GET /api/v1/admissions/open-days/:param/bookings GET /api/v1/admissions/open-days/:param/slots POST /api/v1/admissions/open-days/book GET/POST /api/v1/admissions/prospectus GET /api/v1/admissions/register POST /api/v1/admissions/rte/import GET /api/v1/admissions/sources POST /api/v1/admissions/waitlist/promote,institution_admin@vivencia.test,pass,9,admissions faculty finance hod hr operations super_admin,"/api/v1/academics/classes 200, 4 rows; /api/v1/admin/users 200, 121 rows; /api/v1/admissions/leads 200, 109 rows; /api/v1/admissions/open-days 200, 1 rows; /api/v1/admissions/open-days/:param/bookings no demo record to address; /api/v1/admissions/open-days/:param/slots no demo record to address; /api/v1/admissions/prospectus 200, 3 rows; /api/v1/admissions/register 200, 45 rows; /api/v1/admissions/sources 200, 2 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Academics,Academic structure,Assigned institution/campus,institution_admin.academics.academic_structure,yes,setup/Wizard,GET /api/v1/academics/classes GET /api/v1/academics/sections GET /api/v1/academics/subjects GET /api/v1/academics/years GET /api/v1/admin/institutions GET /api/v1/session POST /api/v1/setup/academic-years POST /api/v1/setup/assign-teacher GET/POST /api/v1/setup/campuses PUT /api/v1/setup/campuses/:param GET/PUT /api/v1/setup/class-subjects POST /api/v1/setup/class-teacher POST /api/v1/setup/classes POST /api/v1/setup/employees POST /api/v1/setup/exams GET/POST /api/v1/setup/fee-heads POST /api/v1/setup/fee-structures POST /api/v1/setup/grading-scales GET/PUT /api/v1/setup/institution GET /api/v1/setup/institution/options PUT /api/v1/setup/periods POST /api/v1/setup/sections GET /api/v1/setup/status POST /api/v1/setup/subjects GET /api/v1/students/import GET /api/v1/students/import/template GET /api/v1/timetable/periods GET /api/v1/timetable/teachers,institution_admin@vivencia.test,FAIL,16,admissions faculty finance hod hr operations parent seller_admin student super_admin,"/api/v1/academics/classes 200, 4 rows; /api/v1/academics/sections 200, 8 rows; /api/v1/academics/subjects 200, 5 rows; /api/v1/academics/years 200, 1 rows; /api/v1/admin/institutions 403 to institution_admin — sub-view for staff only; /api/v1/session 200; /api/v1/setup/campuses 200, 1 rows; /api/v1/setup/class-subjects 200, 20 rows; /api/v1/setup/fee-heads 200, 4 rows; /api/v1/setup/institution 200; /api/v1/setup/institution/options 200; /api/v1/setup/status 200; /api/v1/students/import HTTP 400 as institution_admin; /api/v1/students/import/template 200; /api/v1/timetable/periods 200, 6 rows; /api/v1/timetable/teachers 200, 7 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Academics,Faculty allocation,Assigned institution/campus,institution_admin.academics.faculty_allocation,yes,academics/FacultyAllocation,GET/POST /api/v1/academics/admin/faculty-allocation GET /api/v1/academics/classes GET /api/v1/academics/sections POST /api/v1/setup/class-teacher GET /api/v1/timetable/teachers,institution_admin@vivencia.test,pass,4,admissions faculty finance hod hr operations student super_admin,"/api/v1/academics/admin/faculty-allocation 200, 40 rows; /api/v1/academics/classes 200, 4 rows; /api/v1/academics/sections 200, 8 rows; /api/v1/timetable/teachers 200, 7 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Academics,Timetable,Assigned institution/campus,institution_admin.academics.timetable,yes,shared/Timetable,GET /api/v1/academics/sections GET /api/v1/session GET /api/v1/timetable/entries:param GET /api/v1/timetable/periods GET /api/v1/timetable/teachers,institution_admin@vivencia.test,pass,5,admissions faculty finance hod hr operations parent seller_admin student super_admin,"/api/v1/academics/sections 200, 8 rows; /api/v1/session 200; /api/v1/timetable/entries:param no demo record to address; /api/v1/timetable/periods 200, 6 rows; /api/v1/timetable/teachers 200, 7 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Academics,Master Timetable Generation,Assigned institution/campus,institution_admin.academics.master_timetable_generation,yes,academics/MasterTimetable,DELETE/PUT /api/v1/master-timetable/drafts/:param/entries/:param GET /api/v1/master-timetable/drafts/:param/publish-preview GET /api/v1/master-timetable/overview POST /api/v1/timetable-optimizer/drafts GET /api/v1/timetable-optimizer/drafts/:param POST /api/v1/timetable-optimizer/drafts/:param/discard POST /api/v1/timetable-optimizer/drafts/:param/publish,institution_admin@vivencia.test,pass,3,faculty hod student super_admin,/api/v1/master-timetable/drafts/:param/publish-preview no demo record to address; /api/v1/master-timetable/overview 200; /api/v1/timetable-optimizer/drafts/:param no demo record to address,http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Academics,Faculty Substitution Engine,Assigned institution/campus,institution_admin.academics.faculty_substitution_engine,yes,academics/SubstitutionBoard,GET /api/v1/academics/admin/substitution-board POST /api/v1/timetable-admin/substitutions GET /api/v1/timetable/teachers,institution_admin@vivencia.test,pass,2,faculty hod student super_admin,"/api/v1/academics/admin/substitution-board 200, no rows; /api/v1/timetable/teachers 200, 7 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Academics,Academic calendar,Assigned institution/campus,institution_admin.academics.academic_calendar,yes,academics/AcademicCalendar,GET/POST /api/v1/academics/admin/calendar DELETE /api/v1/academics/admin/calendar/:param,institution_admin@vivencia.test,pass,1,admissions faculty finance hod hr operations super_admin,"/api/v1/academics/admin/calendar 200, 1 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Academics,Subject & Chapter Planner,Assigned institution/campus,institution_admin.academics.subject_chapter_planner,yes,academics/Syllabus,GET /api/v1/academics/sections GET /api/v1/session GET /api/v1/setup/class-subjects GET /api/v1/syllabus/coverage GET/POST /api/v1/syllabus/lesson-plans POST /api/v1/syllabus/lesson-plans/:param/decide GET/PUT /api/v1/syllabus/units,institution_admin@vivencia.test,pass,6,admissions faculty finance hod hr operations parent seller_admin student super_admin,"/api/v1/academics/sections 200, 8 rows; /api/v1/session 200; /api/v1/setup/class-subjects 200, 20 rows; /api/v1/syllabus/coverage 200, 1 rows; /api/v1/syllabus/lesson-plans 200, 1 rows; /api/v1/syllabus/units 200, 6 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Academics,Lesson Plan Approval Queue,Assigned institution/campus,institution_admin.academics.lesson_plan_approval_queue,yes,academics/Syllabus,GET /api/v1/academics/sections GET /api/v1/session GET /api/v1/setup/class-subjects GET /api/v1/syllabus/coverage GET/POST /api/v1/syllabus/lesson-plans POST /api/v1/syllabus/lesson-plans/:param/decide GET/PUT /api/v1/syllabus/units,institution_admin@vivencia.test,pass,6,admissions faculty finance hod hr operations parent seller_admin student super_admin,"/api/v1/academics/sections 200, 8 rows; /api/v1/session 200; /api/v1/setup/class-subjects 200, 20 rows; /api/v1/syllabus/coverage 200, 1 rows; /api/v1/syllabus/lesson-plans 200, 1 rows; /api/v1/syllabus/units 200, 6 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
Institution Admin / Principal,Academics,Syllabus Coverage Tracking,Assigned institution/campus,institution_admin.academics.syllabus_coverage_tracking,yes,academics/Syllabus,GET /api/v1/academics/sections GET /api/v1/session GET /api/v1/setup/class-subjects GET /api/v1/syllabus/coverage GET/POST /api/v1/syllabus/lesson-plans POST /api/v1/syllabus/lesson-plans/:param/decide GET/PUT /api/v1/syllabus/units,institution_admin@vivencia.test,pass,6,admissions faculty finance hod hr operations parent seller_admin student super_admin,"/api/v1/academics/sections 200, 8 rows; /api/v1/session 200; /api/v1/setup/class-subjects 200, 20 rows; /api/v1/syllabus/coverage 200, 1 rows; /api/v1/syllabus/lesson-plans 200, 1 rows; /api/v1/syllabus/units 200, 6 rows",http://127.0.0.1:8090 at 2026-08-20 23:08
